"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_nuclear_fraction"
"7290","ENSG00000136878.13","USP20","protein_coding","chr9",129833698,"+",255,2.2755605,0.6065595,2.359448,0.0914355,2.8495265
"7291","ENSG00000136881.11","BAAT","protein_coding","chr9",101382520,"-",10,0.3070655,0.1407255,0.726614,0.0117075,0.3732775
"7292","ENSG00000136883.14","KIF12","protein_coding","chr9",114098292,"-",171,1.0720865,0.099605,0.7723875,0.0821245,1.287487
"7293","ENSG00000136888.7","ATP6V1G1","protein_coding","chr9",114586769,"+",299,60.393655,18.699423,121.6543495,1.815219,22.6099285
"7294","ENSG00000136891.14","TEX10","protein_coding","chr9",100351943,"-",341,18.8565395,6.7374095,33.2497055,0.7215455,16.921822
"7295","ENSG00000136895.19","GARNL3","protein_coding","chr9",127223265,"+",232,5.8781035,2.032952,3.6672305,0.5744685,11.8135605
"7296","ENSG00000136897.8","MRPL50","protein_coding","chr9",101397619,"-",287,46.223666,10.016344,107.1723125,1.193049,16.546234
"7297","ENSG00000136908.17","DPM2","protein_coding","chr9",127937485,"-",229,10.2351675,10.7314985,11.100714,2.1002725,6.8238775
"7298","ENSG00000136918.7","WDR38","protein_coding","chr9",124852417,"+",202,0.4085265,0.015287,0.0185005,0.0079725,0.814402
"7299","ENSG00000136925.15","TSTD2","protein_coding","chr9",97632369,"-",334,7.600241,1.668371,10.0473925,0.114315,9.570966
"7300","ENSG00000136928.7","GABBR2","protein_coding","chr9",98707936,"-",25,0.036513,0.017909,0.015783,0.082713,0
"7301","ENSG00000136929.13","HEMGN","protein_coding","chr9",97943857,"-",0,0.006024,0,0,0,0.023932
"7302","ENSG00000136930.13","PSMB7","protein_coding","chr9",124414445,"-",263,106.3506065,30.505545,245.3454425,4.5417995,47.280142
"7303","ENSG00000136931.10","NR5A1","protein_coding","chr9",124506421,"-",271,22.6696025,9.921723,29.4673605,0.8371955,12.909789
"7304","ENSG00000136932.13","TRMO","protein_coding","chr9",97921571,"-",331,7.72367,3.118667,13.4164615,0.276408,6.917448
"7305","ENSG00000136933.17","RABEPK","protein_coding","chr9",125199542,"+",320,36.5328765,24.589076,61.259418,3.4738305,15.038166
"7306","ENSG00000136935.14","GOLGA1","protein_coding","chr9",124947493,"-",18,6.5431695,3.283179,12.030776,0.596374,7.5004085
"7307","ENSG00000136936.10","XPA","protein_coding","chr9",97696358,"-",302,10.270813,1.829354,9.5254415,0.274399,12.5042585
"7308","ENSG00000136937.13","NCBP1","protein_coding","chr9",97632668,"+",334,22.8557175,3.418988,35.975974,0.356594,21.8451565
"7309","ENSG00000136938.9","ANP32B","protein_coding","chr9",97982341,"+",317,9.4002755,9.164271,36.0363155,0.763308,16.6984505
"7310","ENSG00000136939.1","OR1L4","protein_coding","chr9",122722990,"+",0,0.009044,0,0,0,0.024236
"7311","ENSG00000136940.14","PDCL","protein_coding","chr9",122827589,"-",223,15.525578,3.599091,32.9118525,0.3080265,7.848308
"7312","ENSG00000136942.15","RPL35","protein_coding","chr9",124860982,"-",336,985.980706,1318.7560355,1965.313023,192.30269,268.305722
"7313","ENSG00000136943.11","CTSV","protein_coding","chr9",97038644,"-",188,2.390873,0.131276,2.2143265,0.0165955,2.3147515
"7314","ENSG00000136944.17","LMX1B","protein_coding","chr9",126613443,"+",56,0.107836,0.0519175,0.015675,0.0180825,0.2306965
"7315","ENSG00000136950.13","ARPC5L","protein_coding","chr9",124861130,"+",336,9.5724895,10.9879575,24.5506565,1.029712,6.25531
"7316","ENSG00000136960.12","ENPP2","protein_coding","chr8",119672454,"-",117,3.0762855,0.3342065,2.365788,0.0288765,2.7333075
"7317","ENSG00000136982.6","DSCC1","protein_coding","chr8",119854895,"-",298,11.332554,3.667774,20.8477135,0.26347,5.0748955
"7318","ENSG00000136986.10","DERL1","protein_coding","chr8",123041303,"-",264,18.5393345,3.6192995,15.8139045,0.7643905,13.437676
"7319","ENSG00000136997.19","MYC","protein_coding","chr8",127734434,"+",370,50.4042305,33.4234565,72.473981,4.9200325,33.6031755
"7320","ENSG00000136999.5","CCN3","protein_coding","chr8",119415446,"+",44,0,0,0,0,0.008361
"7321","ENSG00000137033.11","IL33","protein_coding","chr9",6214786,"+",0,0.196197,0,0.109117,0,0.764096
"7322","ENSG00000137038.8","DMAC1","protein_coding","chr9",7887381,"-",1,36.3343415,8.3092825,77.3290675,1.0167345,13.4830965
"7323","ENSG00000137040.10","RANBP6","protein_coding","chr9",6014626,"-",258,12.0794985,1.715358,25.7824665,0.063829,10.9636305
"7324","ENSG00000137054.16","POLR1E","protein_coding","chr9",37484948,"+",247,15.861367,6.4909375,28.631947,0.627622,7.709807
"7325","ENSG00000137055.15","PLAA","protein_coding","chr9",26946243,"-",297,12.0444755,3.5314725,21.255451,0.310429,10.0908475
"7326","ENSG00000137070.17","IL11RA","protein_coding","chr9",34649702,"+",90,1.0909275,0.2718785,0.4672325,0.050629,2.1366535
"7327","ENSG00000137073.21","UBAP2","protein_coding","chr9",34047950,"-",306,9.8990305,9.987897,10.4391045,6.1447605,13.382471
"7328","ENSG00000137074.19","APTX","protein_coding","chr9",33024131,"-",346,19.5923445,6.0051275,32.05733,0.8775165,16.8644755
"7329","ENSG00000137075.18","RNF38","protein_coding","chr9",36486549,"-",252,5.498226,4.7382845,13.2920615,1.3702285,6.1587795
"7330","ENSG00000137076.21","TLN1","protein_coding","chr9",35731196,"-",308,19.19886,3.783948,32.18387,0.4929525,15.1772275
"7331","ENSG00000137077.8","CCL21","protein_coding","chr9",34709137,"-",2,0,0,0,0,0.043494
"7332","ENSG00000137078.9","SIT1","protein_coding","chr9",35649951,"-",75,0.022415,0.0351685,0.0704285,0.003997,0
"7333","ENSG00000137080.4","IFNA21","protein_coding","chr9",21165661,"-",0,0.0092155,0,0,0,0
"7334","ENSG00000137090.12","DMRT1","protein_coding","chr9",840690,"+",10,0.1114965,0.0236565,0,0.0029245,0.2971555
"7335","ENSG00000137094.14","DNAJB5","protein_coding","chr9",34988641,"+",171,0.3471645,0.2370895,0.5526305,0.016477,0.3107325
"7336","ENSG00000137098.14","SPAG8","protein_coding","chr9",35811273,"-",189,0.228201,0.088605,0.06795,0.0316235,0.7808525
"7337","ENSG00000137100.16","DCTN3","protein_coding","chr9",34619524,"-",123,11.5230515,4.3628195,18.673365,0.575433,5.2745175
"7338","ENSG00000137101.12","CD72","protein_coding","chr9",35645811,"-",275,0.074939,0.024159,0.0199965,0.010377,0.230213
"7339","ENSG00000137103.20","TMEM8B","protein_coding","chr9",35813451,"+",303,1.12781,0.974646,1.240385,0.200644,1.805099
"7340","ENSG00000137106.18","GRHPR","protein_coding","chr9",37421666,"+",326,52.7726005,23.8793035,91.3217955,4.760951,29.867435
"7341","ENSG00000137124.8","ALDH1B1","protein_coding","chr9",38391702,"+",286,55.434468,14.3384835,103.2000285,0.7150945,20.8709115
"7342","ENSG00000137133.11","HINT2","protein_coding","chr9",35814355,"-",301,23.376077,12.128014,35.59843,2.2475945,8.494659
"7343","ENSG00000137135.18","ARHGEF39","protein_coding","chr9",35674867,"-",9,5.8827765,1.822452,8.186598,0.4227835,5.71809
"7344","ENSG00000137142.5","IGFBPL1","protein_coding","chr9",38423455,"-",101,0.407458,0.1251425,0.2963675,0.012778,0.802511
"7345","ENSG00000137145.20","DENND4C","protein_coding","chr9",19229435,"+",312,13.2741825,2.5942495,22.8861645,0.3803635,21.8770665
"7346","ENSG00000137154.13","RPS6","protein_coding","chr9",19379237,"-",347,1127.3943385,1581.9486305,1913.371519,160.309583,343.3044605
"7347","ENSG00000137161.17","CNPY3","protein_coding","chr6",42928192,"+",355,30.362154,15.1967985,24.8343685,2.2345375,18.18848
"7348","ENSG00000137166.15","FOXP4","protein_coding","chr6",41545426,"+",290,5.917497,6.245074,7.971864,0.445143,9.074784
"7349","ENSG00000137168.8","PPIL1","protein_coding","chr6",36873804,"-",307,65.29211,16.7329825,146.277842,0.7765645,20.3407045
"7350","ENSG00000137171.15","KLC4","protein_coding","chr6",43039777,"+",12,24.520854,6.511821,28.906626,1.2134005,24.6412205
"7351","ENSG00000137177.20","KIF13A","protein_coding","chr6",17986636,"-",274,17.548046,9.693707,29.5887325,0.834132,20.640797
"7352","ENSG00000137185.12","ZSCAN9","protein_coding","chr6",28223886,"+",291,6.5699515,2.8028315,10.5165725,0.3242965,5.6894565
"7353","ENSG00000137193.14","PIM1","protein_coding","chr6",37169152,"+",381,17.3483255,13.211215,13.862744,1.68932,17.176199
"7354","ENSG00000137198.10","GMPR","protein_coding","chr6",16237587,"+",65,0.2860855,0.0216285,0.0940735,0.0164405,0.87637
"7355","ENSG00000137200.13","CMTR1","protein_coding","chr6",37432219,"+",302,23.17121,2.781483,20.2213395,0.416143,25.0531335
"7356","ENSG00000137203.12","TFAP2A","protein_coding","chr6",10418660,"-",8,0.0264935,0,0,0,0.027514
"7357","ENSG00000137204.14","SLC22A7","protein_coding","chr6",43294694,"+",13,12.788113,3.485337,7.526305,0.588098,11.3414245
"7358","ENSG00000137207.12","YIPF3","protein_coding","chr6",43515986,"-",294,48.9978295,10.6650385,36.9058045,1.767979,29.9715795
"7359","ENSG00000137210.14","TMEM14B","protein_coding","chr6",10746759,"+",330,124.4174655,98.1605025,175.077513,13.4489535,62.604723
"7360","ENSG00000137216.19","TMEM63B","protein_coding","chr6",44125914,"+",266,11.92738,5.1988705,9.348416,0.5906955,12.1459925
"7361","ENSG00000137218.10","FRS3","protein_coding","chr6",41785543,"-",346,2.1618085,2.7157395,1.3531685,0.6229615,2.549188
"7362","ENSG00000137221.14","TJAP1","protein_coding","chr6",43476523,"+",276,8.5519655,3.56401,7.7628205,0.6981695,10.9779595
"7363","ENSG00000137225.13","CAPN11","protein_coding","chr6",44157811,"+",74,0.070479,0.0076225,0,0,0.0060735
"7364","ENSG00000137251.16","TINAG","protein_coding","chr6",54306859,"+",45,0.0997,0,0.123851,0,0.0936275
"7365","ENSG00000137252.9","HCRTR2","protein_coding","chr6",55105460,"+",0,0,0,0,0,0
"7366","ENSG00000137261.14","KIAA0319","protein_coding","chr6",24645192,"-",160,0.0175665,0.0073735,0.008974,0.00076,0.0595775
"7367","ENSG00000137265.15","IRF4","protein_coding","chr6",390752,"+",9,0.0599765,0.054796,0.070211,0.0020715,0.071204
"7368","ENSG00000137266.14","SLC22A23","protein_coding","chr6",3456023,"-",267,11.8405295,4.9243025,11.377157,0.775007,23.126518
"7369","ENSG00000137267.6","TUBB2A","protein_coding","chr6",3156545,"-",319,14.6513655,4.5806255,23.681314,0.8472705,5.5903675
"7370","ENSG00000137269.15","LRRC1","protein_coding","chr6",53793497,"+",357,17.5590235,5.1687315,26.8116355,0.352212,16.4932405
"7371","ENSG00000137270.11","GCM1","protein_coding","chr6",53147842,"-",5,0.2227255,0.0405175,0.1557985,0.0147445,0.38232
"7372","ENSG00000137273.6","FOXF2","protein_coding","chr6",1388576,"+",53,0.0052895,0,0,0.001889,0
"7373","ENSG00000137274.13","BPHL","protein_coding","chr6",3117374,"+",332,17.923316,8.7469185,30.9391935,0.9571465,15.314601
"7374","ENSG00000137275.14","RIPK1","protein_coding","chr6",3062991,"+",333,4.2508235,1.3516465,8.686136,0.2158335,3.279047
"7375","ENSG00000137285.10","TUBB2B","protein_coding","chr6",3230731,"-",218,4.80154,2.4593685,6.330185,0.3073485,1.4216495
"7376","ENSG00000137288.10","UQCC2","protein_coding","chr6",33710728,"-",315,71.972148,52.641217,181.4378735,9.782814,25.585252
"7377","ENSG00000137309.19","HMGA1","protein_coding","chr6",34235873,"+",316,62.138112,77.997491,101.308362,7.024493,22.581975
"7378","ENSG00000137310.12","TCF19","protein_coding","chr6",31157547,"+",0,9.470938,7.452206,12.5127985,0.5266855,4.769838
"7379","ENSG00000137312.15","FLOT1","protein_coding","chr6",30741733,"-",0,34.866715,46.4674575,50.504562,7.5077945,16.206775
"7380","ENSG00000137331.12","IER3","protein_coding","chr6",30743549,"-",0,26.4553785,39.704256,22.612577,7.0067875,13.7669075
"7381","ENSG00000137337.15","MDC1","protein_coding","chr6",30716448,"-",0,3.9761125,1.9868605,11.275095,0.2060295,7.0515385
"7382","ENSG00000137338.5","PGBD1","protein_coding","chr6",28280572,"+",297,3.2188635,0.9379895,5.3718415,0.071213,2.4311695
"7383","ENSG00000137343.18","ATAT1","protein_coding","chr6",30625842,"+",0,5.0301135,1.7413415,2.988453,0.3262025,7.6902895
"7384","ENSG00000137364.5","TPMT","protein_coding","chr6",18154078,"-",274,14.001169,5.3382985,27.1573895,0.4066375,6.7351895
"7385","ENSG00000137392.10","CLPS","protein_coding","chr6",35796345,"-",17,0.0418825,0.026647,0.1139965,0,0.174215
"7386","ENSG00000137393.9","RNF144B","protein_coding","chr6",18386350,"+",262,2.2580605,0.618917,4.697936,0.0423525,1.20399
"7387","ENSG00000137404.14","NRM","protein_coding","chr6",30690421,"-",0,6.806782,3.5917725,4.9796315,0.542903,5.488108
"7388","ENSG00000137409.19","MTCH1","protein_coding","chr6",36985299,"-",335,73.075534,44.4584295,87.2190515,5.0676685,55.3284515
"7389","ENSG00000137411.18","VARS2","protein_coding","chr6",30913205,"+",0,29.858297,8.887167,32.223218,1.180148,26.016009
"7390","ENSG00000137413.16","TAF8","protein_coding","chr6",42049513,"+",335,16.226302,4.743538,14.367254,0.6299645,17.3475235
"7391","ENSG00000137414.6","FAM8A1","protein_coding","chr6",17599302,"+",350,21.8280515,6.5817755,30.859741,0.1874145,19.913128
"7392","ENSG00000137434.11","C6orf52","protein_coding","chr6",10693798,"-",0,0.931687,0.357808,1.3531845,0.044691,0.480404
"7393","ENSG00000137440.5","FGFBP1","protein_coding","chr4",15937741,"-",0,0,0,0,0,0
"7394","ENSG00000137441.8","FGFBP2","protein_coding","chr4",15968310,"-",0,0,0.0064155,0,0,0
"7395","ENSG00000137449.16","CPEB2","protein_coding","chr4",15001674,"+",0,2.2822725,0.567487,3.3392445,0.044085,5.8116375
"7396","ENSG00000137460.8","FHDC1","protein_coding","chr4",152935352,"+",127,0.0914625,0.0263615,0.034399,0.003653,0.18347
"7397","ENSG00000137462.8","TLR2","protein_coding","chr4",153683070,"+",24,0.7343965,0.0866395,0.233667,0.0053515,1.773737
"7398","ENSG00000137463.5","MGARP","protein_coding","chr4",139279226,"-",4,0.102286,0.068766,0.130569,0.0045785,0.052956
"7399","ENSG00000137473.17","TTC29","protein_coding","chr4",146944883,"-",27,0,0,0,0,0
"7400","ENSG00000137474.22","MYO7A","protein_coding","chr11",77127246,"+",235,3.9335985,1.174922,2.0938335,0.3680345,5.095833
"7401","ENSG00000137478.15","FCHSD2","protein_coding","chr11",73141319,"-",332,10.5312515,6.485163,14.5761135,2.134179,17.038534
"7402","ENSG00000137486.17","ARRB1","protein_coding","chr11",75350706,"-",308,13.0651975,12.0371975,17.22579,3.596735,11.2878805
"7403","ENSG00000137491.15","SLCO2B1","protein_coding","chr11",75099563,"+",1,8.8510145,2.507412,5.29562,0.3530175,11.329725
"7404","ENSG00000137492.8","THAP12","protein_coding","chr11",76380133,"-",277,25.3362105,15.8666795,50.3968865,0.6479915,12.0998885
"7405","ENSG00000137494.14","ANKRD42","protein_coding","chr11",83192712,"+",249,2.095674,0.6211205,2.975678,0.092829,2.3027085
"7406","ENSG00000137496.18","IL18BP","protein_coding","chr11",71997613,"+",1,1.983053,0.346573,0.4597715,0.1091755,4.110988
"7407","ENSG00000137497.17","NUMA1","protein_coding","chr11",72079694,"-",235,30.5797235,7.8309635,39.6007165,1.0948045,32.307992
"7408","ENSG00000137500.9","CCDC90B","protein_coding","chr11",83285408,"-",301,38.4692245,18.193891,53.116327,1.8486775,49.640272
"7409","ENSG00000137501.17","SYTL2","protein_coding","chr11",85810160,"-",131,0.609607,0.147639,0.3329325,0.023213,1.7012385
"7410","ENSG00000137502.10","RAB30","protein_coding","chr11",83070924,"-",297,3.118954,0.9623955,5.002832,0.2007995,3.457207
"7411","ENSG00000137504.13","CREBZF","protein_coding","chr11",85681909,"-",73,28.9296955,3.7288105,17.0087165,0.35316,52.952362
"7412","ENSG00000137507.11","LRRC32","protein_coding","chr11",76669748,"-",3,0,0,0,0,0
"7413","ENSG00000137509.11","PRCP","protein_coding","chr11",82969585,"-",7,41.1475255,8.6461775,34.572773,0.856865,30.8757725
"7414","ENSG00000137513.10","NARS2","protein_coding","chr11",78573875,"-",269,22.320135,11.463433,35.8645975,2.033444,16.448208
"7415","ENSG00000137522.18","RNF121","protein_coding","chr11",71928018,"+",242,14.178033,4.672633,11.48222,0.69687,21.6818
"7416","ENSG00000137547.9","MRPL15","protein_coding","chr8",54134241,"+",304,37.506737,16.833836,133.0382,2.6100825,14.7185265
"7417","ENSG00000137558.9","PI15","protein_coding","chr8",74823534,"+",0,0.001896,0,0,0,0.0038685
"7418","ENSG00000137561.5","TTPA","protein_coding","chr8",63085054,"-",114,1.17627,1.136267,1.9416905,0.164824,1.036873
"7419","ENSG00000137563.12","GGH","protein_coding","chr8",63037807,"-",291,59.617467,9.1957715,53.911299,0.9679705,40.579446
"7420","ENSG00000137571.11","SLCO5A1","protein_coding","chr8",69833979,"-",75,0.154019,0.0399315,0.057088,0.0060535,0.267708
"7421","ENSG00000137573.14","SULF1","protein_coding","chr8",69465624,"+",0,0.439639,0.0567685,0.016803,0.00068,0.4611885
"7422","ENSG00000137574.11","TGS1","protein_coding","chr8",55772446,"+",345,11.020198,2.733453,20.6949865,0.277106,8.337881
"7423","ENSG00000137575.12","SDCBP","protein_coding","chr8",58551924,"+",275,20.274949,3.763438,52.8417125,0.2178525,15.7368715
"7424","ENSG00000137601.16","NEK1","protein_coding","chr4",169611630,"-",251,3.0472335,1.2266965,5.9023115,0.522511,5.628515
"7425","ENSG00000137628.17","DDX60","protein_coding","chr4",168317805,"-",94,0.0952205,0.021133,0.1211345,0.0004815,0.150645
"7426","ENSG00000137634.10","NXPE4","protein_coding","chr11",114594787,"-",0,0.009136,0,0,0,0.043687
"7427","ENSG00000137642.13","SORL1","protein_coding","chr11",121451314,"+",270,11.504962,1.644774,6.844801,0.345315,22.9764915
"7428","ENSG00000137648.18","TMPRSS4","protein_coding","chr11",118076012,"+",4,0.1210915,0.0445715,0.061668,0.0064865,0.348787
"7429","ENSG00000137656.12","BUD13","protein_coding","chr11",116771988,"-",348,9.672479,3.1037305,17.3460835,0.4002075,5.238392
"7430","ENSG00000137672.13","TRPC6","protein_coding","chr11",101871563,"-",0,0.3262065,0.069459,0.0117395,0,0.7920455
"7431","ENSG00000137673.9","MMP7","protein_coding","chr11",102529751,"-",1,0.014462,0.0065575,0.0243795,0.001763,0.037383
"7432","ENSG00000137674.4","MMP20","protein_coding","chr11",102624333,"-",44,0.0347745,0.0363925,0.0548895,0,0.095836
"7433","ENSG00000137675.5","MMP27","protein_coding","chr11",102704770,"-",0,0,0,0,0,0
"7434","ENSG00000137691.13","CFAP300","protein_coding","chr11",102046437,"+",21,0.2313495,0.071305,0.084523,0.0230605,0.519647
"7435","ENSG00000137692.12","DCUN1D5","protein_coding","chr11",103091195,"-",284,33.1544535,10.59336,62.8409045,0.938561,16.134382
"7436","ENSG00000137693.14","YAP1","protein_coding","chr11",102109447,"+",360,42.582049,14.102967,69.7047985,1.106519,33.421812
"7437","ENSG00000137699.17","TRIM29","protein_coding","chr11",120184530,"-",251,0.3924175,0.389382,0.440505,0.0394725,0.8865525
"7438","ENSG00000137700.18","SLC37A4","protein_coding","chr11",119029907,"-",0,19.448191,9.4893965,20.7084605,0.980348,15.766847
"7439","ENSG00000137707.13","BTG4","protein_coding","chr11",111511355,"-",7,0,0,0,0,0
"7440","ENSG00000137709.10","POU2F3","protein_coding","chr11",120235640,"+",8,0.121427,0.039105,0.017329,0.0113525,0.369808
"7441","ENSG00000137710.16","RDX","protein_coding","chr11",110295713,"-",266,27.336758,6.406773,52.160851,0.368176,17.258451
"7442","ENSG00000137713.16","PPP2R1B","protein_coding","chr11",111765390,"-",252,32.423384,4.7223185,67.840827,1.4389835,24.2496425
"7443","ENSG00000137714.3","FDX1","protein_coding","chr11",110428948,"+",290,9.101414,6.0014,14.366843,0.8645175,3.327421
"7444","ENSG00000137720.8","C11orf1","protein_coding","chr11",111877935,"+",277,8.754788,8.1330235,17.335905,0.9038355,3.390339
"7445","ENSG00000137726.17","FXYD6","protein_coding","chr11",117876487,"-",4,0.0130725,0,0,0,0
"7446","ENSG00000137727.12","ARHGAP20","protein_coding","chr11",110712190,"-",34,0.0011725,0,0.0028985,0,0.0028385
